Enrollment	Final_Grade	Explicación
50776	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50778	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50787	NULL	NULL
50788	B	"A menudo, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. Suele comprender la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Con frecuencia el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, suele ser capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A menudo el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50801	NULL	NULL
50857	NULL	NULL
50868	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50890	NULL	NULL
50895	NULL	NULL
50924	E	El examinado no concluyó el proceso de evaluación. Las habilidades lingüísticas que presentó no son suficientes para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1.
50934	NULL	NULL
50946	NULL	NULL
50970	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51000	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51009	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
51024	E	El examinado no concluyó el proceso de evaluación. Las habilidades lingüísticas que presentó no son suficientes para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1.
51030	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51032	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51055	NULL	NULL
51066	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51163	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51183	-	
51190	NULL	NULL
51194	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51195	NULL	NULL
51202	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
51221	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51259	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51306	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51325	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51335	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51336	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51337	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51440	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
51449	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
51466	NULL	NULL
51522	NULL	NULL
51569	NULL	NULL
51581	NULL	NULL
49160	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49164	NULL	NULL
49165	NULL	NULL
49186	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49194	B	"Puede leer diferentes tipos de textos. Tiene un amplio vocabulario, pero puede experimentar algunas dificultades con los modismos. Puede comprender las ideas principales de un discurso complejo y abstractos, incluidas las discusiones técnicas en su campo de especialidad. Puede entender discursos y conversaciones siempre que el tema sea familiar. Puede dar descripciones y presentaciones claras y detalladas sobre una amplia gama de temas relacionados con su campo de interés. Puede interactuar con un grado de fluidez y espontaneidad que hace que la interacción con hablantes nativos sea posible. A veces es capaz de entender y transmitir mensajes de manera efectiva pero rara vez inicia la conversación o toma turnos adecuadamente."
49198	NULL	NULL
49212	B	"Puede leer diferentes tipos de textos. Tiene un amplio vocabulario, pero puede experimentar algunas dificultades con los modismos. Puede comprender las ideas principales de un discurso complejo y abstractos, incluidas las discusiones técnicas en su campo de especialidad. Puede entender discursos y conversaciones siempre que el tema sea familiar. Puede dar descripciones y presentaciones claras y detalladas sobre una amplia gama de temas relacionados con su campo de interés. Puede interactuar con un grado de fluidez y espontaneidad que hace que la interacción con hablantes nativos sea posible. A veces es capaz de entender y transmitir mensajes de manera efectiva pero rara vez inicia la conversación o toma turnos adecuadamente."
49242	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49255	NULL	NULL
49262	E	El examinado no concluyó el proceso de evaluación. Las habilidades lingüísticas que presentó no son suficientes para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2.
49263	B	"Puede leer diferentes tipos de textos. Tiene un amplio vocabulario, pero puede experimentar algunas dificultades con los modismos. Puede comprender las ideas principales de un discurso complejo y abstractos, incluidas las discusiones técnicas en su campo de especialidad. Puede entender discursos y conversaciones siempre que el tema sea familiar. Puede dar descripciones y presentaciones claras y detalladas sobre una amplia gama de temas relacionados con su campo de interés. Puede interactuar con un grado de fluidez y espontaneidad que hace que la interacción con hablantes nativos sea posible. A veces es capaz de entender y transmitir mensajes de manera efectiva pero rara vez inicia la conversación o toma turnos adecuadamente."
49264	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49269	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49270	NULL	NULL
49297	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49300	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49321	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49339	NULL	NULL
49342	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49372	NULL	NULL
49389	NULL	NULL
49390	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49402	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49406	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49455	E	Nivel de competencia lingüística insuficiente para acreditar examen de certificación B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49497	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49545	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49551	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49563	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49570	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49585	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49599	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49600	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49629	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49647	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49649	NULL	NULL
49671	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49690	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49699	E	Nivel de competencia lingüística insuficiente para acreditar examen de certificación B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49703	E	Nivel de competencia lingüística insuficiente para acreditar examen de certificación B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49721	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49756	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49789	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49810	B	"Puede leer diferentes tipos de textos. Tiene un amplio vocabulario, pero puede experimentar algunas dificultades con los modismos. Puede comprender las ideas principales de un discurso complejo y abstractos, incluidas las discusiones técnicas en su campo de especialidad. Puede entender discursos y conversaciones siempre que el tema sea familiar. Puede dar descripciones y presentaciones claras y detalladas sobre una amplia gama de temas relacionados con su campo de interés. Puede interactuar con un grado de fluidez y espontaneidad que hace que la interacción con hablantes nativos sea posible. A veces es capaz de entender y transmitir mensajes de manera efectiva pero rara vez inicia la conversación o toma turnos adecuadamente."
49824	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49840	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49850	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49868	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49881	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49896	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49913	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49917	NULL	NULL
49922	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
49963	NULL	NULL
49971	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49973	NULL	NULL
50303	E	Nivel de competencia lingüística insuficiente para acreditar examen de certificación B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50326	C	"Puede leer textos sobre temas relacionados con su campo e interés con un nivel de comprensión satisfactorio. Puede transmitir información e ideas sobre temas abstractos y concretos, verificar información y preguntar o explicar problemas con una precisión satisfactoria. Puede comunicarse con cierta confianza en asuntos familiares rutinarios y no rutinarios relacionados con sus intereses y campo profesional. Puede intercambiar, verificar y confirmar información. A menudo es incapaz de entender y producir formas gramaticales intermedias-altas ni iniciar o tomar turnos adecuadamente."
50374	NULL	NULL
50382	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50584	E	El examinado no concluyó el proceso de evaluación. Las habilidades lingüísticas que presentó no son suficientes para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2.
50590	NULL	NULL
50597	E	Nivel de competencia lingüística insuficiente para acreditar examen de certificación B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50615	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50633	NULL	NULL
50639	NULL	NULL
50769	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 3 nivel B2. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50862	B	"Puede leer diferentes tipos de textos. Tiene un amplio vocabulario, pero puede experimentar algunas dificultades con los modismos. Puede comprender las ideas principales de un discurso complejo y abstractos, incluidas las discusiones técnicas en su campo de especialidad. Puede entender discursos y conversaciones siempre que el tema sea familiar. Puede dar descripciones y presentaciones claras y detalladas sobre una amplia gama de temas relacionados con su campo de interés. Puede interactuar con un grado de fluidez y espontaneidad que hace que la interacción con hablantes nativos sea posible. A veces es capaz de entender y transmitir mensajes de manera efectiva pero rara vez inicia la conversación o toma turnos adecuadamente."
